1	12.6798	11816
2	11.682	10747
3	24.5518	24422
4	15.6589	14692
5	13.8586	12972
6	18.9786	18118
7	14.8203	14322
8	20.5854	19523
9	13.382	12753
10	11.5817	10557
11	19.105	17876
12	14.0947	13282
13	12.3319	11448
14	23.1536	22402
15	28.8765	28302
16	37.2621	36842
17	37.9821	36762
18	25.7735	24996
19	15.6548	14901
20	12.3316	11440
21	12.5499	11823
22	13.5978	12558
23	17.2237	16605
24	18.564	17690
25	20.2755	19798
26	19.3275	18357
27	13.8134	12995
28	15.4682	15073
29	16.1915	15446
30	12.9944	12084
31	11.9443	11053
32	36.0982	35401
33	14.9443	13925
34	18.4096	17729
35	12.4812	11890
36	15.2808	14903
37	12.5336	11106
38	20.841	19526
39	13.7036	12958
40	17.3639	16711
41	26.7404	25351
42	11.609	10307
43	20.5195	19420
44	17.8828	16505
45	32.8535	31554
46	41.0035	40799
47	16.4179	15041
48	20.3102	18918
49	12.9173	12219
50	13.674	12503
51	23.5305	22815
52	23.3921	22907
53	12.5303	11739
54	12.8469	11995
55	31.4227	30218
56	19.3518	18639
57	14.9339	14081
58	24.2232	22754
59	11.4297	10517
60	15.1388	13981
61	16.4415	15745
62	15.7083	15333
63	17.901	17295
64	30.512	29741
65	14.2024	13640
66	45.4377	45426
67	17.6394	16657
68	15.4844	14369
69	28.9393	28268
70	12.6265	11317
71	24.4161	23448
72	17.6005	16777
73	12.5804	11428
74	17.0412	16279
75	29.218	28492
76	13.0454	11718
77	37.7953	37614
78	17.6114	17217
79	17.7911	16986
80	18.568	17595
81	12.0749	10915
82	32.1564	31771
83	14.356	13301
84	15.5154	14134
85	12.9924	11685
86	14.339	13322
87	20.2008	19464
88	11.3109	10697
89	12.6023	11688
90	13.7078	12571
91	14.5552	14105
92	20.3717	19064
93	14.6867	13515
94	17.4429	16459
95	17.47	17106
96	13.7054	13081
97	13.7751	13041
98	12.9965	12031
99	12.2673	11397
100	27.7569	26523
