1	10.4337	8638
2	12.7696	10732
3	13.2047	10904
4	9.22499	7753
5	12.3249	10410
6	10.0866	8606
7	12.5125	11255
8	15.9176	13938
9	16.9568	14606
10	12.4271	10533
11	17.1156	15072
12	9.49619	8346
13	11.2382	9668
14	12.0149	10284
15	10.7075	8932
16	16.431	14181
17	9.06406	7380
18	11.3016	9584
19	11.5796	9838
20	14.7973	13259
21	10.7675	9239
22	11.3288	9876
23	8.9414	7183
24	11.7395	9656
25	11.2154	9280
26	9.47392	7851
27	11.5686	9792
28	12.2478	10400
29	29.0153	26685
30	11.9234	10020
31	9.96381	8375
32	10.7204	9061
33	11.7758	9896
34	9.01696	7456
35	10.1992	8614
36	10.3991	8435
37	23.3654	20659
38	9.02706	7324
39	15.0964	12826
40	16.557	14506
41	12.7508	11037
42	10.482	8517
43	11.7873	9814
44	14.9401	12785
45	9.32845	7721
46	13.6324	12127
47	9.68087	8066
48	13.3486	11462
49	15.7467	13745
50	13.54	11992
51	11.4871	9862
52	26.7176	24079
53	9.84749	8085
54	9.04567	7516
55	9.21826	7537
56	10.6729	9106
57	15.4863	13020
58	9.68139	8059
59	9.47013	7857
60	9.57117	7992
61	14.6427	12470
62	13.3251	11282
63	13.0347	11561
64	11.1645	9477
65	9.34005	7690
66	10.4665	9153
67	11.1373	9420
68	11.3221	9586
69	10.9067	9379
70	11.2214	9351
71	12.1916	10133
72	8.36423	6498
73	12.59	10410
74	14.7788	12571
75	18.8198	16970
76	12.2134	10410
77	9.64363	7805
78	28.278	25555
79	10.3983	8863
80	13.8116	11507
81	11.4331	9556
82	9.67002	7820
83	10.3754	8329
84	10.0448	8101
85	15.4068	13569
86	10.5757	9219
87	12.2534	10607
88	9.76222	8102
89	15.3349	13422
90	10.1269	8584
91	10.3666	8714
92	13.3529	11992
93	10.2906	8736
94	10.216	8260
95	14.0178	11926
96	11.1536	9759
97	12.0437	10260
98	9.06334	7650
99	13.0075	11080
100	10.8548	8891
