1	10.1121	6784
2	9.50557	6584
3	10.542	6892
4	8.44012	5406
5	10.7494	7439
6	10.4047	7153
7	9.48353	6571
8	10.6179	7059
9	9.83059	6554
10	9.38526	6268
11	9.44843	6426
12	36.7921	26559
13	10.8543	7499
14	8.55406	5559
15	10.7465	7286
16	9.65864	6489
17	13.8357	9575
18	7.59346	4927
19	10.351	7149
20	9.02618	6122
21	9.56862	6354
22	16.85	12107
23	10.589	7074
24	9.30615	6131
25	10.7868	7208
26	13.3495	9556
27	10.1802	7198
28	9.29449	6051
29	11.5686	8114
30	10.4918	7151
31	8.55079	5759
32	10.4929	7332
33	11.5067	7835
34	8.30854	5389
35	9.00435	5917
36	8.69747	5869
37	14.1911	9663
38	8.48136	5288
39	8.96094	6155
40	12.4141	8192
41	9.39695	6442
42	8.77206	5665
43	10.0589	6688
44	9.74985	6543
45	9.38234	6160
46	11.4816	7604
47	12.779	9248
48	11.2892	7723
49	12.3279	8252
50	8.45869	5526
51	9.41753	6432
52	8.35221	5733
53	11.3048	7788
54	10.3066	6958
55	9.3932	6422
56	14.1661	9856
57	8.66741	5554
58	8.84419	5883
59	9.51436	6298
60	10.2829	6782
61	10.7992	6930
62	8.36427	5349
63	9.0266	5932
64	11.587	7900
65	9.38567	6185
66	10.4259	7346
67	9.26671	6045
68	9.68541	6688
69	12.1453	8141
70	11.0429	7570
71	12.0338	8166
72	11.5724	8069
73	9.53959	6237
74	9.55636	6355
75	8.05042	5129
76	9.26762	6092
77	8.17749	5577
78	9.94665	6804
79	12.2817	8591
80	11.1019	7426
81	10.1086	6748
82	9.56431	6327
83	11.0796	7395
84	13.1834	9280
85	8.64725	5613
86	11.1781	7178
87	14.0338	9602
88	11.7255	8068
89	13.8564	9952
90	9.76313	6338
91	13.7796	9893
92	9.70615	6473
93	12.0417	8483
94	12.1319	8484
95	9.37596	6171
96	9.41592	6125
97	9.3816	5620
98	8.48514	5524
99	11.6043	8007
100	9.15583	6061
